caseid,country,variable,value
641_CDI,CDI,run_biz_feb,No
697_CDI,CDI,run_biz_feb,Yes
732_CDI,CDI,run_biz_feb,No
744_CDI,CDI,run_biz_feb,No
749_CDI,CDI,run_biz_feb,Yes
785_CDI,CDI,run_biz_feb,No
857_CDI,CDI,run_biz_feb,Yes
979_CDI,CDI,run_biz_feb,Yes
984_CDI,CDI,run_biz_feb,No
1016_CDI,CDI,run_biz_feb,No
1021_CDI,CDI,run_biz_feb,No
1023_CDI,CDI,run_biz_feb,Yes
1040_CDI,CDI,run_biz_feb,No
1041_CDI,CDI,run_biz_feb,No
1059_CDI,CDI,run_biz_feb,Yes
1061_CDI,CDI,run_biz_feb,No
1062_CDI,CDI,run_biz_feb,Yes
1065_CDI,CDI,run_biz_feb,No
1075_CDI,CDI,run_biz_feb,No
1077_CDI,CDI,run_biz_feb,No
1082_CDI,CDI,run_biz_feb,No
1084_CDI,CDI,run_biz_feb,No
1086_CDI,CDI,run_biz_feb,No
1094_CDI,CDI,run_biz_feb,No
1096_CDI,CDI,run_biz_feb,No
1119_CDI,CDI,run_biz_feb,Yes
1128_CDI,CDI,run_biz_feb,No
1138_CDI,CDI,run_biz_feb,Yes
1157_CDI,CDI,run_biz_feb,Yes
1166_CDI,CDI,run_biz_feb,No
1171_CDI,CDI,run_biz_feb,No
1179_CDI,CDI,run_biz_feb,No
1180_CDI,CDI,run_biz_feb,No
1193_CDI,CDI,run_biz_feb,Yes
1239_CDI,CDI,run_biz_feb,Yes
1255_CDI,CDI,run_biz_feb,Yes
1267_CDI,CDI,run_biz_feb,Yes
1277_CDI,CDI,run_biz_feb,Yes
1280_CDI,CDI,run_biz_feb,Yes
1283_CDI,CDI,run_biz_feb,Yes
1305_CDI,CDI,run_biz_feb,No
1338_CDI,CDI,run_biz_feb,Yes
1348_CDI,CDI,run_biz_feb,No
1356_CDI,CDI,run_biz_feb,Yes
1367_CDI,CDI,run_biz_feb,No
1406_CDI,CDI,run_biz_feb,Yes
1442_CDI,CDI,run_biz_feb,Yes
1444_CDI,CDI,run_biz_feb,Yes
1455_CDI,CDI,run_biz_feb,Yes
1458_CDI,CDI,run_biz_feb,Yes
1495_CDI,CDI,run_biz_feb,No
1504_CDI,CDI,run_biz_feb,Yes
1510_CDI,CDI,run_biz_feb,Yes
1528_CDI,CDI,run_biz_feb,Yes
1534_CDI,CDI,run_biz_feb,Yes
1543_CDI,CDI,run_biz_feb,Yes
1549_CDI,CDI,run_biz_feb,Yes
1555_CDI,CDI,run_biz_feb,Yes
1556_CDI,CDI,run_biz_feb,Yes
1561_CDI,CDI,run_biz_feb,Yes
1567_CDI,CDI,run_biz_feb,No
1591_CDI,CDI,run_biz_feb,No
1605_CDI,CDI,run_biz_feb,No
1635_CDI,CDI,run_biz_feb,Yes
1638_CDI,CDI,run_biz_feb,Yes
1658_CDI,CDI,run_biz_feb,No
1673_CDI,CDI,run_biz_feb,Yes
1674_CDI,CDI,run_biz_feb,Yes
1677_CDI,CDI,run_biz_feb,No
1680_CDI,CDI,run_biz_feb,Yes
1684_CDI,CDI,run_biz_feb,No
1695_CDI,CDI,run_biz_feb,Yes
1705_CDI,CDI,run_biz_feb,No
1708_CDI,CDI,run_biz_feb,No
1717_CDI,CDI,run_biz_feb,No
1725_CDI,CDI,run_biz_feb,Yes
1739_CDI,CDI,run_biz_feb,Yes
1751_CDI,CDI,run_biz_feb,Yes
1761_CDI,CDI,run_biz_feb,No
1763_CDI,CDI,run_biz_feb,No
1775_CDI,CDI,run_biz_feb,Yes
1777_CDI,CDI,run_biz_feb,Yes
1779_CDI,CDI,run_biz_feb,Yes
1785_CDI,CDI,run_biz_feb,Yes
1792_CDI,CDI,run_biz_feb,Yes
1793_CDI,CDI,run_biz_feb,No
1794_CDI,CDI,run_biz_feb,Yes
1799_CDI,CDI,run_biz_feb,Yes
1801_CDI,CDI,run_biz_feb,No
1807_CDI,CDI,run_biz_feb,Yes
1808_CDI,CDI,run_biz_feb,Yes
1812_CDI,CDI,run_biz_feb,No
1813_CDI,CDI,run_biz_feb,Yes
1816_CDI,CDI,run_biz_feb,No
1821_CDI,CDI,run_biz_feb,Yes
1822_CDI,CDI,run_biz_feb,Yes
1823_CDI,CDI,run_biz_feb,No
1831_CDI,CDI,run_biz_feb,Yes
1834_CDI,CDI,run_biz_feb,Yes
1844_CDI,CDI,run_biz_feb,Yes
1845_CDI,CDI,run_biz_feb,Yes
1853_CDI,CDI,run_biz_feb,No
1855_CDI,CDI,run_biz_feb,No
1898_CDI,CDI,run_biz_feb,Yes
1906_CDI,CDI,run_biz_feb,No
1908_CDI,CDI,run_biz_feb,Yes
1914_CDI,CDI,run_biz_feb,Yes
1915_CDI,CDI,run_biz_feb,Yes
1943_CDI,CDI,run_biz_feb,Yes
1954_CDI,CDI,run_biz_feb,Yes
1958_CDI,CDI,run_biz_feb,Yes
1969_CDI,CDI,run_biz_feb,No
1976_CDI,CDI,run_biz_feb,Yes
1979_CDI,CDI,run_biz_feb,Yes
1983_CDI,CDI,run_biz_feb,Yes
2003_CDI,CDI,run_biz_feb,Yes
2004_CDI,CDI,run_biz_feb,No
2007_CDI,CDI,run_biz_feb,Yes
2010_CDI,CDI,run_biz_feb,Yes
2067_CDI,CDI,run_biz_feb,No
2070_CDI,CDI,run_biz_feb,Yes
2073_CDI,CDI,run_biz_feb,Yes
2083_CDI,CDI,run_biz_feb,Yes
2132_CDI,CDI,run_biz_feb,Yes
2146_CDI,CDI,run_biz_feb,Yes
2175_CDI,CDI,run_biz_feb,No
2188_CDI,CDI,run_biz_feb,Yes
2204_CDI,CDI,run_biz_feb,No
2238_CDI,CDI,run_biz_feb,Yes
2245_CDI,CDI,run_biz_feb,No
2286_CDI,CDI,run_biz_feb,Yes
2331_CDI,CDI,run_biz_feb,No
2359_CDI,CDI,run_biz_feb,Yes
2384_CDI,CDI,run_biz_feb,Yes
2395_CDI,CDI,run_biz_feb,Yes
2399_CDI,CDI,run_biz_feb,No
2405_CDI,CDI,run_biz_feb,Yes
2410_CDI,CDI,run_biz_feb,Yes
2414_CDI,CDI,run_biz_feb,No
2423_CDI,CDI,run_biz_feb,Yes
2428_CDI,CDI,run_biz_feb,No
2445_CDI,CDI,run_biz_feb,Yes
2456_CDI,CDI,run_biz_feb,No
2470_CDI,CDI,run_biz_feb,No
2484_CDI,CDI,run_biz_feb,No
2500_CDI,CDI,run_biz_feb,Yes
2502_CDI,CDI,run_biz_feb,Yes
2506_CDI,CDI,run_biz_feb,No
2515_CDI,CDI,run_biz_feb,Yes
2521_CDI,CDI,run_biz_feb,No
2544_CDI,CDI,run_biz_feb,Yes
2549_CDI,CDI,run_biz_feb,Yes
2572_CDI,CDI,run_biz_feb,Yes
2576_CDI,CDI,run_biz_feb,Yes
2582_CDI,CDI,run_biz_feb,Yes
2592_CDI,CDI,run_biz_feb,Yes
2594_CDI,CDI,run_biz_feb,Yes
2603_CDI,CDI,run_biz_feb,No
2629_CDI,CDI,run_biz_feb,Yes
2641_CDI,CDI,run_biz_feb,Yes
2709_CDI,CDI,run_biz_feb,No
2719_CDI,CDI,run_biz_feb,No
2724_CDI,CDI,run_biz_feb,Yes
2736_CDI,CDI,run_biz_feb,No
2753_CDI,CDI,run_biz_feb,No
2804_CDI,CDI,run_biz_feb,No
2997_CDI,CDI,run_biz_feb,Yes
3000_CDI,CDI,run_biz_feb,Yes
3016_CDI,CDI,run_biz_feb,Yes
3027_CDI,CDI,run_biz_feb,No
3234_CDI,CDI,run_biz_feb,Yes
3263_CDI,CDI,run_biz_feb,Yes
3267_CDI,CDI,run_biz_feb,Yes
3274_CDI,CDI,run_biz_feb,No
3276_CDI,CDI,run_biz_feb,Yes
3287_CDI,CDI,run_biz_feb,No
3288_CDI,CDI,run_biz_feb,No
3290_CDI,CDI,run_biz_feb,No
3299_CDI,CDI,run_biz_feb,Yes
3301_CDI,CDI,run_biz_feb,Yes
3303_CDI,CDI,run_biz_feb,Yes
3315_CDI,CDI,run_biz_feb,Yes
3320_CDI,CDI,run_biz_feb,Yes
3322_CDI,CDI,run_biz_feb,Yes
3325_CDI,CDI,run_biz_feb,Yes
3501_CDI,CDI,run_biz_feb,Yes
3511_CDI,CDI,run_biz_feb,No
3523_CDI,CDI,run_biz_feb,Yes
3535_CDI,CDI,run_biz_feb,No
3541_CDI,CDI,run_biz_feb,Yes
3543_CDI,CDI,run_biz_feb,No
3746_CDI,CDI,run_biz_feb,Yes
3809_CDI,CDI,run_biz_feb,Yes
3963_CDI,CDI,run_biz_feb,Yes
3966_CDI,CDI,run_biz_feb,Yes
4216_CDI,CDI,run_biz_feb,Yes
4321_CDI,CDI,run_biz_feb,Yes
4439_CDI,CDI,run_biz_feb,No
4458_CDI,CDI,run_biz_feb,No
4706_CDI,CDI,run_biz_feb,Yes
4715_CDI,CDI,run_biz_feb,Yes
4719_CDI,CDI,run_biz_feb,No
4935_CDI,CDI,run_biz_feb,No
4985_CDI,CDI,run_biz_feb,No
5211_CDI,CDI,run_biz_feb,Yes
5569_CDI,CDI,run_biz_feb,No
5606_CDI,CDI,run_biz_feb,Yes
5617_CDI,CDI,run_biz_feb,No
5618_CDI,CDI,run_biz_feb,No
5631_CDI,CDI,run_biz_feb,Yes
5636_CDI,CDI,run_biz_feb,No
5648_CDI,CDI,run_biz_feb,No
5671_CDI,CDI,run_biz_feb,Yes
5688_CDI,CDI,run_biz_feb,Yes
5692_CDI,CDI,run_biz_feb,No
5703_CDI,CDI,run_biz_feb,No
5719_CDI,CDI,run_biz_feb,Yes
5726_CDI,CDI,run_biz_feb,Yes
5729_CDI,CDI,run_biz_feb,Yes
5899_CDI,CDI,run_biz_feb,Yes
5907_CDI,CDI,run_biz_feb,No
6117_CDI,CDI,run_biz_feb,Yes
6148_CDI,CDI,run_biz_feb,Yes
6159_CDI,CDI,run_biz_feb,Yes
6415_CDI,CDI,run_biz_feb,No
6595_CDI,CDI,run_biz_feb,Yes
6598_CDI,CDI,run_biz_feb,No
6627_CDI,CDI,run_biz_feb,Yes
6649_CDI,CDI,run_biz_feb,No
6661_CDI,CDI,run_biz_feb,Yes
6696_CDI,CDI,run_biz_feb,Yes
6864_CDI,CDI,run_biz_feb,No
6875_CDI,CDI,run_biz_feb,No
6886_CDI,CDI,run_biz_feb,No
6887_CDI,CDI,run_biz_feb,Yes
6888_CDI,CDI,run_biz_feb,No
6895_CDI,CDI,run_biz_feb,Yes
7102_CDI,CDI,run_biz_feb,Yes
90_MEX,MEX,run_biz_feb,No
208_MEX,MEX,run_biz_feb,Yes
213_MEX,MEX,run_biz_feb,Yes
288_MEX,MEX,run_biz_feb,Yes
378_MEX,MEX,run_biz_feb,No
384_MEX,MEX,run_biz_feb,Yes
825_MEX,MEX,run_biz_feb,Yes
915_MEX,MEX,run_biz_feb,Yes
950_MEX,MEX,run_biz_feb,No
1010_MEX,MEX,run_biz_feb,Yes
1035_MEX,MEX,run_biz_feb,No
1103_MEX,MEX,run_biz_feb,Yes
1111_MEX,MEX,run_biz_feb,Yes
1138_MEX,MEX,run_biz_feb,Yes
1139_MEX,MEX,run_biz_feb,Yes
1181_MEX,MEX,run_biz_feb,No
1182_MEX,MEX,run_biz_feb,Yes
1610_MEX,MEX,run_biz_feb,No
1615_MEX,MEX,run_biz_feb,Yes
1630_MEX,MEX,run_biz_feb,No
1631_MEX,MEX,run_biz_feb,No
1650_MEX,MEX,run_biz_feb,Yes
1662_MEX,MEX,run_biz_feb,Yes
1671_MEX,MEX,run_biz_feb,No
1672_MEX,MEX,run_biz_feb,Yes
1676_MEX,MEX,run_biz_feb,Yes
1698_MEX,MEX,run_biz_feb,No
1704_MEX,MEX,run_biz_feb,Yes
1712_MEX,MEX,run_biz_feb,Yes
1713_MEX,MEX,run_biz_feb,Yes
1720_MEX,MEX,run_biz_feb,Yes
1727_MEX,MEX,run_biz_feb,Yes
1738_MEX,MEX,run_biz_feb,Yes
1780_MEX,MEX,run_biz_feb,Yes
1790_MEX,MEX,run_biz_feb,Yes
1850_MEX,MEX,run_biz_feb,No
1907_MEX,MEX,run_biz_feb,Yes
1916_MEX,MEX,run_biz_feb,No
1946_MEX,MEX,run_biz_feb,Yes
1953_MEX,MEX,run_biz_feb,No
1981_MEX,MEX,run_biz_feb,Yes
1984_MEX,MEX,run_biz_feb,Yes
1987_MEX,MEX,run_biz_feb,Yes
2035_MEX,MEX,run_biz_feb,Yes
2074_MEX,MEX,run_biz_feb,Yes
2096_MEX,MEX,run_biz_feb,No
2126_MEX,MEX,run_biz_feb,Yes
2145_MEX,MEX,run_biz_feb,Yes
2156_MEX,MEX,run_biz_feb,No
2192_MEX,MEX,run_biz_feb,Yes
2201_MEX,MEX,run_biz_feb,No
2208_MEX,MEX,run_biz_feb,No
2257_MEX,MEX,run_biz_feb,Yes
2260_MEX,MEX,run_biz_feb,No
2298_MEX,MEX,run_biz_feb,No
2313_MEX,MEX,run_biz_feb,No
2343_MEX,MEX,run_biz_feb,Yes
2358_MEX,MEX,run_biz_feb,Yes
2382_MEX,MEX,run_biz_feb,No
2432_MEX,MEX,run_biz_feb,Yes
2451_MEX,MEX,run_biz_feb,Yes
2499_MEX,MEX,run_biz_feb,Yes
2512_MEX,MEX,run_biz_feb,Yes
2532_MEX,MEX,run_biz_feb,Yes
2544_MEX,MEX,run_biz_feb,Yes
2593_MEX,MEX,run_biz_feb,Yes
2663_MEX,MEX,run_biz_feb,Yes
2751_MEX,MEX,run_biz_feb,Yes
2785_MEX,MEX,run_biz_feb,Yes
2808_MEX,MEX,run_biz_feb,No
2839_MEX,MEX,run_biz_feb,No
2847_MEX,MEX,run_biz_feb,No
2856_MEX,MEX,run_biz_feb,No
2897_MEX,MEX,run_biz_feb,No
2920_MEX,MEX,run_biz_feb,No
2938_MEX,MEX,run_biz_feb,No
2954_MEX,MEX,run_biz_feb,No
2966_MEX,MEX,run_biz_feb,No
2996_MEX,MEX,run_biz_feb,No
3066_MEX,MEX,run_biz_feb,No
3079_MEX,MEX,run_biz_feb,No
3088_MEX,MEX,run_biz_feb,Yes
3091_MEX,MEX,run_biz_feb,Yes
3120_MEX,MEX,run_biz_feb,Yes
3168_MEX,MEX,run_biz_feb,No
3202_MEX,MEX,run_biz_feb,No
3205_MEX,MEX,run_biz_feb,Yes
3214_MEX,MEX,run_biz_feb,No
3221_MEX,MEX,run_biz_feb,No
3260_MEX,MEX,run_biz_feb,No
3298_MEX,MEX,run_biz_feb,Yes
3332_MEX,MEX,run_biz_feb,No
3376_MEX,MEX,run_biz_feb,No
3384_MEX,MEX,run_biz_feb,No
3385_MEX,MEX,run_biz_feb,Yes
3401_MEX,MEX,run_biz_feb,Yes
3402_MEX,MEX,run_biz_feb,No
3411_MEX,MEX,run_biz_feb,Yes
3442_MEX,MEX,run_biz_feb,No
3452_MEX,MEX,run_biz_feb,Yes
3482_MEX,MEX,run_biz_feb,No
3512_MEX,MEX,run_biz_feb,Yes
3547_MEX,MEX,run_biz_feb,No
3552_MEX,MEX,run_biz_feb,Yes
3556_MEX,MEX,run_biz_feb,Yes
3588_MEX,MEX,run_biz_feb,Yes
3608_MEX,MEX,run_biz_feb,No
3628_MEX,MEX,run_biz_feb,No
3653_MEX,MEX,run_biz_feb,No
3675_MEX,MEX,run_biz_feb,Yes
3690_MEX,MEX,run_biz_feb,No
3703_MEX,MEX,run_biz_feb,No
3730_MEX,MEX,run_biz_feb,No
3736_MEX,MEX,run_biz_feb,No
3745_MEX,MEX,run_biz_feb,Yes
3755_MEX,MEX,run_biz_feb,No
3770_MEX,MEX,run_biz_feb,Yes
3786_MEX,MEX,run_biz_feb,No
3847_MEX,MEX,run_biz_feb,Yes
3855_MEX,MEX,run_biz_feb,Yes
3856_MEX,MEX,run_biz_feb,Yes
3863_MEX,MEX,run_biz_feb,No
3874_MEX,MEX,run_biz_feb,Yes
3893_MEX,MEX,run_biz_feb,Yes
3910_MEX,MEX,run_biz_feb,No
3932_MEX,MEX,run_biz_feb,Yes
3977_MEX,MEX,run_biz_feb,No
3978_MEX,MEX,run_biz_feb,Yes
4053_MEX,MEX,run_biz_feb,No
4237_MEX,MEX,run_biz_feb,No
4314_MEX,MEX,run_biz_feb,No
4430_MEX,MEX,run_biz_feb,No
4453_MEX,MEX,run_biz_feb,Yes
4459_MEX,MEX,run_biz_feb,Yes
4468_MEX,MEX,run_biz_feb,Yes
4525_MEX,MEX,run_biz_feb,No
4537_MEX,MEX,run_biz_feb,Yes
4558_MEX,MEX,run_biz_feb,No
4590_MEX,MEX,run_biz_feb,No
4613_MEX,MEX,run_biz_feb,Yes
4647_MEX,MEX,run_biz_feb,No
4675_MEX,MEX,run_biz_feb,No
4689_MEX,MEX,run_biz_feb,Yes
4699_MEX,MEX,run_biz_feb,No
4752_MEX,MEX,run_biz_feb,No
4780_MEX,MEX,run_biz_feb,Yes
4828_MEX,MEX,run_biz_feb,No
4861_MEX,MEX,run_biz_feb,Yes
4864_MEX,MEX,run_biz_feb,No
4865_MEX,MEX,run_biz_feb,Yes
4870_MEX,MEX,run_biz_feb,No
4941_MEX,MEX,run_biz_feb,No
4957_MEX,MEX,run_biz_feb,No
4978_MEX,MEX,run_biz_feb,Yes
4991_MEX,MEX,run_biz_feb,No
5050_MEX,MEX,run_biz_feb,No
5065_MEX,MEX,run_biz_feb,No
5068_MEX,MEX,run_biz_feb,No
5079_MEX,MEX,run_biz_feb,No
5093_MEX,MEX,run_biz_feb,No
5103_MEX,MEX,run_biz_feb,Yes
5105_MEX,MEX,run_biz_feb,No
5152_MEX,MEX,run_biz_feb,No
5181_MEX,MEX,run_biz_feb,Yes
5185_MEX,MEX,run_biz_feb,No
5206_MEX,MEX,run_biz_feb,Yes
5214_MEX,MEX,run_biz_feb,No
5225_MEX,MEX,run_biz_feb,No
5240_MEX,MEX,run_biz_feb,No
5246_MEX,MEX,run_biz_feb,No
5259_MEX,MEX,run_biz_feb,No
5272_MEX,MEX,run_biz_feb,Yes
5287_MEX,MEX,run_biz_feb,Yes
5341_MEX,MEX,run_biz_feb,No
5353_MEX,MEX,run_biz_feb,No
5358_MEX,MEX,run_biz_feb,Yes
5362_MEX,MEX,run_biz_feb,No
5404_MEX,MEX,run_biz_feb,No
5423_MEX,MEX,run_biz_feb,No
5428_MEX,MEX,run_biz_feb,No
5433_MEX,MEX,run_biz_feb,Yes
5439_MEX,MEX,run_biz_feb,No
5442_MEX,MEX,run_biz_feb,No
5444_MEX,MEX,run_biz_feb,Yes
5459_MEX,MEX,run_biz_feb,Yes
5478_MEX,MEX,run_biz_feb,Yes
5504_MEX,MEX,run_biz_feb,Yes
5535_MEX,MEX,run_biz_feb,Yes
5539_MEX,MEX,run_biz_feb,Yes
5550_MEX,MEX,run_biz_feb,Yes
5608_MEX,MEX,run_biz_feb,Yes
5615_MEX,MEX,run_biz_feb,No
5647_MEX,MEX,run_biz_feb,Yes
5670_MEX,MEX,run_biz_feb,Yes
5697_MEX,MEX,run_biz_feb,No
5711_MEX,MEX,run_biz_feb,No
5726_MEX,MEX,run_biz_feb,Yes
5750_MEX,MEX,run_biz_feb,Yes
5760_MEX,MEX,run_biz_feb,Yes
5767_MEX,MEX,run_biz_feb,No
5807_MEX,MEX,run_biz_feb,Yes
5814_MEX,MEX,run_biz_feb,Yes
5822_MEX,MEX,run_biz_feb,No
5825_MEX,MEX,run_biz_feb,Yes
5826_MEX,MEX,run_biz_feb,Yes
5829_MEX,MEX,run_biz_feb,Yes
5830_MEX,MEX,run_biz_feb,No
5840_MEX,MEX,run_biz_feb,Yes
5856_MEX,MEX,run_biz_feb,Yes
5860_MEX,MEX,run_biz_feb,Yes
5862_MEX,MEX,run_biz_feb,Yes
5870_MEX,MEX,run_biz_feb,Yes
5894_MEX,MEX,run_biz_feb,Yes
5898_MEX,MEX,run_biz_feb,No
5901_MEX,MEX,run_biz_feb,No
5936_MEX,MEX,run_biz_feb,No
5938_MEX,MEX,run_biz_feb,No
5941_MEX,MEX,run_biz_feb,No
5956_MEX,MEX,run_biz_feb,No
5961_MEX,MEX,run_biz_feb,No
6098_MEX,MEX,run_biz_feb,No
6115_MEX,MEX,run_biz_feb,No
6415_MEX,MEX,run_biz_feb,Yes
6486_MEX,MEX,run_biz_feb,No
6554_MEX,MEX,run_biz_feb,No
6643_MEX,MEX,run_biz_feb,No
6679_MEX,MEX,run_biz_feb,No
6808_MEX,MEX,run_biz_feb,No
6809_MEX,MEX,run_biz_feb,No
6820_MEX,MEX,run_biz_feb,Yes
6823_MEX,MEX,run_biz_feb,No
6829_MEX,MEX,run_biz_feb,Yes
6924_MEX,MEX,run_biz_feb,Yes
6936_MEX,MEX,run_biz_feb,No
6961_MEX,MEX,run_biz_feb,Yes
6970_MEX,MEX,run_biz_feb,Yes
7076_MEX,MEX,run_biz_feb,Yes
7088_MEX,MEX,run_biz_feb,No
7093_MEX,MEX,run_biz_feb,Yes
7098_MEX,MEX,run_biz_feb,No
7116_MEX,MEX,run_biz_feb,No
7178_MEX,MEX,run_biz_feb,No
7179_MEX,MEX,run_biz_feb,Yes
7181_MEX,MEX,run_biz_feb,No
7215_MEX,MEX,run_biz_feb,No
7218_MEX,MEX,run_biz_feb,Yes
7230_MEX,MEX,run_biz_feb,Yes
7234_MEX,MEX,run_biz_feb,No
7252_MEX,MEX,run_biz_feb,Yes
7259_MEX,MEX,run_biz_feb,No
7298_MEX,MEX,run_biz_feb,No
7316_MEX,MEX,run_biz_feb,Yes
7324_MEX,MEX,run_biz_feb,No
7333_MEX,MEX,run_biz_feb,No
7335_MEX,MEX,run_biz_feb,Yes
7345_MEX,MEX,run_biz_feb,No
7350_MEX,MEX,run_biz_feb,No
7368_MEX,MEX,run_biz_feb,Yes
7400_MEX,MEX,run_biz_feb,Yes
7415_MEX,MEX,run_biz_feb,Yes
7418_MEX,MEX,run_biz_feb,No
7491_MEX,MEX,run_biz_feb,Yes
7501_MEX,MEX,run_biz_feb,No
7545_MEX,MEX,run_biz_feb,Yes
7616_MEX,MEX,run_biz_feb,Yes
7629_MEX,MEX,run_biz_feb,No
7642_MEX,MEX,run_biz_feb,Yes
7672_MEX,MEX,run_biz_feb,Yes
7692_MEX,MEX,run_biz_feb,Yes
7757_MEX,MEX,run_biz_feb,Yes
7838_MEX,MEX,run_biz_feb,No
7840_MEX,MEX,run_biz_feb,No
7859_MEX,MEX,run_biz_feb,Yes
7877_MEX,MEX,run_biz_feb,Yes
7878_MEX,MEX,run_biz_feb,Yes
7884_MEX,MEX,run_biz_feb,Yes
7905_MEX,MEX,run_biz_feb,Yes
7914_MEX,MEX,run_biz_feb,No
7917_MEX,MEX,run_biz_feb,Yes
7952_MEX,MEX,run_biz_feb,No
7953_MEX,MEX,run_biz_feb,No
7969_MEX,MEX,run_biz_feb,No
7971_MEX,MEX,run_biz_feb,Yes
7983_MEX,MEX,run_biz_feb,No
7987_MEX,MEX,run_biz_feb,Yes
8019_MEX,MEX,run_biz_feb,Yes
8169_MEX,MEX,run_biz_feb,No
8172_MEX,MEX,run_biz_feb,Yes
8203_MEX,MEX,run_biz_feb,No
8245_MEX,MEX,run_biz_feb,No
8252_MEX,MEX,run_biz_feb,No
8286_MEX,MEX,run_biz_feb,Yes
8316_MEX,MEX,run_biz_feb,Yes
8472_MEX,MEX,run_biz_feb,No
8474_MEX,MEX,run_biz_feb,Yes
8484_MEX,MEX,run_biz_feb,Yes
8487_MEX,MEX,run_biz_feb,Yes
8509_MEX,MEX,run_biz_feb,No
8527_MEX,MEX,run_biz_feb,No
8552_MEX,MEX,run_biz_feb,No
8561_MEX,MEX,run_biz_feb,No
8562_MEX,MEX,run_biz_feb,Yes
8583_MEX,MEX,run_biz_feb,No
8604_MEX,MEX,run_biz_feb,No
8609_MEX,MEX,run_biz_feb,No
8636_MEX,MEX,run_biz_feb,No
8680_MEX,MEX,run_biz_feb,Yes
8704_MEX,MEX,run_biz_feb,No
8783_MEX,MEX,run_biz_feb,No
8786_MEX,MEX,run_biz_feb,No
8831_MEX,MEX,run_biz_feb,No
8834_MEX,MEX,run_biz_feb,No
8872_MEX,MEX,run_biz_feb,Yes
8905_MEX,MEX,run_biz_feb,Yes
8909_MEX,MEX,run_biz_feb,No
8915_MEX,MEX,run_biz_feb,Yes
8922_MEX,MEX,run_biz_feb,Yes
9057_MEX,MEX,run_biz_feb,Yes
9101_MEX,MEX,run_biz_feb,No
9105_MEX,MEX,run_biz_feb,No
9140_MEX,MEX,run_biz_feb,No
9155_MEX,MEX,run_biz_feb,Yes
9185_MEX,MEX,run_biz_feb,No
9217_MEX,MEX,run_biz_feb,No
9278_MEX,MEX,run_biz_feb,Yes
9312_MEX,MEX,run_biz_feb,No
9324_MEX,MEX,run_biz_feb,No
9340_MEX,MEX,run_biz_feb,Yes
9371_MEX,MEX,run_biz_feb,No
9372_MEX,MEX,run_biz_feb,No
9407_MEX,MEX,run_biz_feb,Yes
9480_MEX,MEX,run_biz_feb,No
9528_MEX,MEX,run_biz_feb,No
9550_MEX,MEX,run_biz_feb,No
9555_MEX,MEX,run_biz_feb,No
9568_MEX,MEX,run_biz_feb,No
9574_MEX,MEX,run_biz_feb,No
9583_MEX,MEX,run_biz_feb,Yes
9644_MEX,MEX,run_biz_feb,Yes
9668_MEX,MEX,run_biz_feb,Yes
9702_MEX,MEX,run_biz_feb,Yes
10036_MEX,MEX,run_biz_feb,No
10039_MEX,MEX,run_biz_feb,No
10053_MEX,MEX,run_biz_feb,No
10075_MEX,MEX,run_biz_feb,No
10101_MEX,MEX,run_biz_feb,Yes
10415_MEX,MEX,run_biz_feb,Yes
10425_MEX,MEX,run_biz_feb,Yes
10435_MEX,MEX,run_biz_feb,No
10446_MEX,MEX,run_biz_feb,Yes
10516_MEX,MEX,run_biz_feb,No
10534_MEX,MEX,run_biz_feb,No
10538_MEX,MEX,run_biz_feb,Yes
10565_MEX,MEX,run_biz_feb,No
10582_MEX,MEX,run_biz_feb,Yes
10593_MEX,MEX,run_biz_feb,Yes
10594_MEX,MEX,run_biz_feb,No
10597_MEX,MEX,run_biz_feb,No
10619_MEX,MEX,run_biz_feb,No
10623_MEX,MEX,run_biz_feb,No
10811_MEX,MEX,run_biz_feb,Yes
10841_MEX,MEX,run_biz_feb,No
10851_MEX,MEX,run_biz_feb,No
11215_MEX,MEX,run_biz_feb,Yes
11262_MEX,MEX,run_biz_feb,Yes
11316_MEX,MEX,run_biz_feb,No
11320_MEX,MEX,run_biz_feb,Yes
11369_MEX,MEX,run_biz_feb,No
11405_MEX,MEX,run_biz_feb,No
11427_MEX,MEX,run_biz_feb,Yes
11433_MEX,MEX,run_biz_feb,No
11454_MEX,MEX,run_biz_feb,Yes
11473_MEX,MEX,run_biz_feb,No
11476_MEX,MEX,run_biz_feb,No
11538_MEX,MEX,run_biz_feb,No
11542_MEX,MEX,run_biz_feb,Yes
11564_MEX,MEX,run_biz_feb,Yes
11587_MEX,MEX,run_biz_feb,No
11675_MEX,MEX,run_biz_feb,No
11676_MEX,MEX,run_biz_feb,No
11682_MEX,MEX,run_biz_feb,Yes
11690_MEX,MEX,run_biz_feb,No
11723_MEX,MEX,run_biz_feb,Yes
11735_MEX,MEX,run_biz_feb,No
11747_MEX,MEX,run_biz_feb,Yes
11765_MEX,MEX,run_biz_feb,Yes
14002_MEX,MEX,run_biz_feb,No
14020_MEX,MEX,run_biz_feb,Yes
14172_MEX,MEX,run_biz_feb,No
14178_MEX,MEX,run_biz_feb,No
14187_MEX,MEX,run_biz_feb,No
14253_MEX,MEX,run_biz_feb,Yes
14264_MEX,MEX,run_biz_feb,Yes
14308_MEX,MEX,run_biz_feb,No
14808_MEX,MEX,run_biz_feb,No
14810_MEX,MEX,run_biz_feb,No
14847_MEX,MEX,run_biz_feb,No
